CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod
349,31,Male,One year,130.45,1304.5,No,No,10,No,Credit card
350,37,Female,One year,47.53,2186.38,No,DSL,46,No,Electronic check
351,43,Female,One year,39.85,2470.7,Yes,DSL,62,No,Mailed check
352,57,Male,Month-to-month,92.42,554.52,No,DSL,6,Yes,Electronic check
353,50,Female,Two year,89.79,2693.7,Yes,Fiber optic,30,Yes,Bank transfer
354,38,Female,Two year,92.15,4976.1,No,DSL,54,No,Bank transfer
355,39,Male,Two year,131.12,3146.88,No,No,24,Yes,Mailed check
356,27,Male,Month-to-month,65.4,4643.4,No,Fiber optic,71,Yes,Credit card
357,39,Male,Two year,79.92,2317.68,No,Fiber optic,29,No,Bank transfer
358,36,Male,Two year,30.69,1074.15,Yes,DSL,35,Yes,Electronic check
359,43,Female,Two year,139.74,6847.26,No,Fiber optic,49,No,Bank transfer
360,30,Female,Month-to-month,53.22,691.86,No,DSL,13,Yes,Electronic check
361,46,Male,One year,54.21,1517.88,Yes,DSL,28,Yes,Electronic check
362,58,Male,Two year,52.86,1374.36,No,DSL,26,No,Electronic check
363,38,Female,One year,42.43,2079.07,No,Fiber optic,49,No,Bank transfer
364,44,Male,Month-to-month,39.47,1381.45,No,DSL,35,No,Mailed check
365,48,Male,Two year,46.67,1540.11,Yes,DSL,33,No,Electronic check
366,35,Male,Month-to-month,18,360,No,Fiber optic,20,Yes,Bank transfer
367,42,Male,Month-to-month,37.51,1387.87,No,DSL,37,Yes,Credit card
368,40,Female,Month-to-month,133.21,6527.29,No,Fiber optic,49,Yes,Mailed check
369,41,Male,Two year,90.75,3267,Yes,Fiber optic,36,No,Bank transfer
370,30,Female,Month-to-month,97.41,1753.38,No,DSL,18,No,Mailed check
371,40,Male,Month-to-month,106.2,0,No,DSL,0,No,Bank transfer
372,45,Male,One year,129.19,5038.41,No,DSL,39,No,Electronic check
373,57,Female,One year,18,972,Yes,Fiber optic,54,No,Credit card
374,51,Male,Month-to-month,21.95,548.75,Yes,No,25,Yes,Bank transfer
375,65,Female,Two year,36.87,1548.54,Yes,DSL,42,No,Mailed check
376,30,Male,Two year,48.56,2816.48,Yes,Fiber optic,58,No,Credit card
377,50,Male,Month-to-month,54.48,2724,No,Fiber optic,50,No,Credit card
378,42,Male,Month-to-month,49.36,691.04,No,Fiber optic,14,Yes,Credit card
379,66,Male,Month-to-month,72.68,508.76,No,Fiber optic,7,Yes,Electronic check
380,30,Male,Month-to-month,66.24,861.12,No,DSL,13,Yes,Electronic check
381,29,Female,Month-to-month,39.7,238.2,Yes,DSL,6,Yes,Bank transfer
382,32,Female,Two year,18,,Yes,No,17,No,Electronic check
383,18,Male,Two year,30.25,332.75,Yes,Fiber optic,11,No,Credit card
384,33,Male,Month-to-month,45.78,45.78,No,DSL,1,Yes,Mailed check
385,30,Female,Month-to-month,56.35,2761.15,No,DSL,49,Yes,Credit card
386,41,Female,Month-to-month,25.46,509.2,No,DSL,20,Yes,Credit card
387,44,Male,Month-to-month,47.82,286.92,No,No,6,Yes,Electronic check
388,62,Male,Month-to-month,25.42,279.62,Yes,Fiber optic,11,Yes,Mailed check
389,51,Female,Two year,60.6,3393.6,Yes,Fiber optic,56,No,Credit card
390,33,Male,Two year,27.44,603.68,No,DSL,22,No,Mailed check
391,29,Female,Month-to-month,35.29,1023.41,No,DSL,29,No,Mailed check
392,45,Male,Two year,19.2,1094.4,Yes,DSL,57,No,Credit card
393,24,Female,Month-to-month,59.63,3041.13,No,Fiber optic,51,Yes,Electronic check
394,61,Female,One year,34.67,1906.85,Yes,DSL,55,No,Electronic check
395,54,Male,Month-to-month,96.74,870.66,No,DSL,9,Yes,Bank transfer
396,34,Female,Month-to-month,79.2,1425.6,Yes,DSL,18,Yes,Credit card
397,19,Male,Two year,62.56,1126.08,No,Fiber optic,18,No,Credit card
398,56,Male,Month-to-month,37.09,,Yes,DSL,58,Yes,Mailed check
399,38,Male,One year,78.32,3367.76,No,Fiber optic,43,No,Mailed check
400,54,Male,Month-to-month,89.17,5171.86,No,No,58,No,Bank transfer
401,20,Female,Month-to-month,69.99,209.97,Yes,DSL,3,Yes,Bank transfer
402,32,Male,Month-to-month,121.13,7752.32,No,DSL,64,Yes,Mailed check
403,40,Male,Month-to-month,81.09,973.08,Yes,No,12,No,Mailed check
404,40,Male,One year,96.98,6400.68,Yes,Fiber optic,66,No,Bank transfer
405,34,Male,Month-to-month,69.67,766.37,No,Fiber optic,11,Yes,Electronic check
406,47,Female,One year,88.65,4787.1,Yes,DSL,54,No,Bank transfer
407,27,Male,One year,37.11,2226.6,Yes,No,60,No,Mailed check
408,38,Female,One year,48.96,1958.4,Yes,DSL,40,No,Credit card
409,41,Female,Month-to-month,77.23,2703.05,No,No,35,Yes,Mailed check
410,46,Female,Two year,76.97,76.97,No,No,1,No,Electronic check
411,48,Male,Month-to-month,82.77,1738.17,No,Fiber optic,21,Yes,Mailed check
412,26,Male,Month-to-month,103.51,2173.71,No,Fiber optic,21,Yes,Mailed check
413,21,Male,Month-to-month,18,720,Yes,Fiber optic,40,Yes,Bank transfer
414,55,Male,Month-to-month,30.89,401.57,No,DSL,13,No,Electronic check
415,43,Female,Month-to-month,73.04,2483.36,No,Fiber optic,34,No,Bank transfer
416,31,Female,One year,39.65,1942.85,Yes,No,49,No,Credit card
417,58,Male,Month-to-month,150,1200,No,DSL,8,Yes,Credit card
418,41,Male,Month-to-month,83.05,4816.9,Yes,No,58,Yes,Electronic check
419,54,Male,One year,62.26,3424.3,Yes,Fiber optic,55,No,Credit card
420,40,Male,Month-to-month,46.96,,No,Fiber optic,9,Yes,Credit card
421,64,Male,Month-to-month,48.19,1156.56,Yes,DSL,24,Yes,Mailed check
422,61,Male,Month-to-month,66.05,2906.2,No,DSL,44,Yes,Bank transfer
423,37,Male,One year,68.92,689.2,Yes,No,10,No,Bank transfer
424,51,Female,Month-to-month,49.02,392.16,No,DSL,8,Yes,Bank transfer
425,47,Female,Month-to-month,55.44,332.64,No,Fiber optic,6,Yes,Electronic check
426,56,Female,Month-to-month,112.05,7843.5,Yes,Fiber optic,70,Yes,Mailed check
427,28,Female,One year,113.46,3744.18,Yes,DSL,33,Yes,Mailed check
428,48,Male,One year,73.82,1402.58,Yes,Fiber optic,19,No,Electronic check
429,52,Male,Two year,18.06,72.24,Yes,DSL,4,No,Bank transfer
430,18,Male,Month-to-month,83.85,4527.9,No,Fiber optic,54,Yes,Mailed check
431,25,Male,Month-to-month,119.4,1671.6,No,DSL,14,Yes,Mailed check
432,18,Male,Month-to-month,112.94,5308.18,Yes,Fiber optic,47,Yes,Bank transfer
433,36,Female,Month-to-month,90.7,272.1,Yes,No,3,No,Credit card
434,48,Male,Month-to-month,114.78,2295.6,Yes,DSL,20,Yes,Electronic check
435,58,Female,Month-to-month,66.87,534.96,No,Fiber optic,8,Yes,Mailed check
436,40,Male,Month-to-month,86.98,5653.7,No,Fiber optic,65,Yes,Bank transfer
437,59,Female,One year,41.17,1399.78,Yes,DSL,34,No,Credit card
438,23,Male,Month-to-month,75.23,3761.5,No,Fiber optic,50,Yes,Bank transfer
439,19,Female,One year,111.53,4015.08,Yes,No,36,No,Bank transfer
440,39,Male,Month-to-month,44.37,221.85,Yes,No,5,Yes,Credit card
441,44,Male,Month-to-month,34.85,,Yes,DSL,50,No,Electronic check
442,39,Male,Month-to-month,68.41,4446.65,Yes,Fiber optic,65,No,Mailed check
443,18,Male,Month-to-month,57.07,913.12,No,Fiber optic,16,Yes,Electronic check
444,38,Female,Month-to-month,87.72,5614.08,No,No,64,Yes,Electronic check
445,24,Male,Month-to-month,49.14,393.12,No,DSL,8,No,Bank transfer
446,48,Female,Two year,125.15,1501.8,Yes,No,12,No,Bank transfer
447,44,Male,One year,19.86,1132.02,Yes,No,57,No,Bank transfer
448,28,Female,Month-to-month,108.88,3157.52,No,No,29,Yes,Electronic check
449,33,Male,Two year,38.23,1146.9,Yes,Fiber optic,30,No,Mailed check
450,27,Male,One year,18,396,Yes,DSL,22,No,Bank transfer
451,39,Female,One year,73.33,4546.46,Yes,Fiber optic,62,No,Credit card
452,51,Male,Two year,56.09,1514.43,Yes,DSL,27,No,Mailed check
453,28,Male,Month-to-month,26.16,1517.28,Yes,Fiber optic,58,Yes,Mailed check
454,46,Female,Month-to-month,18,162,No,Fiber optic,9,Yes,Mailed check
455,33,Male,Month-to-month,64.71,1617.75,Yes,DSL,25,No,Credit card
456,30,Female,Month-to-month,99.15,1586.4,No,DSL,16,Yes,Credit card
457,38,Male,Month-to-month,85.47,3333.33,Yes,DSL,39,Yes,Bank transfer
458,27,Female,Month-to-month,66.98,4487.66,No,DSL,67,Yes,Mailed check
459,33,Female,Two year,81.76,1798.72,No,Fiber optic,22,Yes,Electronic check
460,25,Female,Two year,64.05,2177.7,No,DSL,34,No,Electronic check
461,63,Female,Two year,18,144,Yes,No,8,Yes,Electronic check
462,40,Male,Two year,18,792,Yes,Fiber optic,44,No,Bank transfer
463,31,Male,Two year,57.89,2084.04,No,Fiber optic,36,No,Electronic check
464,42,Female,Month-to-month,59.38,4037.84,No,DSL,68,Yes,Mailed check
465,38,Male,Month-to-month,94.78,1706.04,No,No,18,No,Bank transfer
466,37,Male,Month-to-month,91.51,2379.26,No,No,26,Yes,Bank transfer
467,47,Male,Two year,86.18,1034.16,No,DSL,12,No,Credit card
468,49,Female,Month-to-month,55.19,3090.64,Yes,DSL,56,Yes,Mailed check
469,33,Male,One year,18,1062,Yes,Fiber optic,59,No,Electronic check
470,33,Male,Month-to-month,79.42,,Yes,Fiber optic,11,No,Mailed check
471,36,Female,Month-to-month,83.38,667.04,No,DSL,8,Yes,Mailed check
472,18,Male,One year,18,468,Yes,No,26,No,Bank transfer
473,21,Female,Month-to-month,35.8,2219.6,No,Fiber optic,62,No,Electronic check
474,56,Female,Month-to-month,40.81,1142.68,Yes,Fiber optic,28,No,Electronic check
475,59,Female,Month-to-month,69.14,,No,DSL,21,Yes,Electronic check
476,37,Male,Month-to-month,36.88,663.84,No,DSL,18,Yes,Credit card
477,46,Male,One year,63.67,,Yes,DSL,37,No,Mailed check
478,43,Female,Month-to-month,57.63,2189.94,No,DSL,38,Yes,Bank transfer
479,76,Female,Month-to-month,59.43,832.02,No,No,14,Yes,Bank transfer
480,53,Female,Month-to-month,39.93,2116.29,No,Fiber optic,53,Yes,Bank transfer
481,38,Female,Two year,42.64,1321.84,Yes,No,31,Yes,Electronic check
482,28,Female,Month-to-month,27.19,1223.55,No,No,45,Yes,Electronic check
483,20,Female,One year,78.3,4698,Yes,DSL,60,Yes,Bank transfer
484,42,Male,One year,84.99,4334.49,Yes,DSL,51,Yes,Mailed check
485,30,Female,Month-to-month,38.03,1254.99,No,No,33,Yes,Bank transfer
486,22,Female,Two year,118.22,4019.48,Yes,Fiber optic,34,No,Mailed check
487,32,Female,One year,53.99,3725.31,Yes,Fiber optic,69,Yes,Bank transfer
488,27,Male,Month-to-month,118.56,4268.16,No,Fiber optic,36,No,Mailed check
489,60,Male,Month-to-month,42.53,2551.8,Yes,No,60,No,Bank transfer
490,50,Male,Two year,18,864,Yes,Fiber optic,48,No,Credit card
491,39,Male,One year,79.08,632.64,Yes,No,8,No,Credit card
492,57,Female,Month-to-month,73.7,1326.6,Yes,No,18,Yes,Electronic check
493,40,Male,Month-to-month,66.2,1787.4,No,Fiber optic,27,Yes,Electronic check
494,29,Female,Two year,42.52,1063,No,Fiber optic,25,No,Electronic check
495,58,Female,One year,63.79,,No,DSL,37,Yes,Electronic check
496,46,Female,One year,47.11,1837.29,Yes,DSL,39,No,Bank transfer
497,27,Female,Month-to-month,54.42,1306.08,No,Fiber optic,24,Yes,Credit card
498,37,Female,One year,94.46,6423.28,Yes,DSL,68,No,Electronic check
499,29,Female,Month-to-month,71.45,5001.5,No,No,70,Yes,Mailed check
500,23,Male,Month-to-month,86.35,1899.7,No,Fiber optic,22,Yes,Mailed check
501,51,Male,One year,56.88,3640.32,Yes,No,64,No,Electronic check
502,62,Male,Two year,53.03,1113.63,Yes,DSL,21,No,Electronic check
503,23,Male,Month-to-month,24.63,1551.69,No,No,63,Yes,Electronic check
504,46,Male,Month-to-month,52.05,3487.35,Yes,Fiber optic,67,No,Bank transfer
505,32,Female,One year,18,1026,Yes,No,57,No,Mailed check
506,34,Male,Month-to-month,44.34,1197.18,No,DSL,27,Yes,Mailed check
507,32,Male,Two year,62.13,4162.71,Yes,Fiber optic,67,Yes,Mailed check
508,29,Male,One year,84.73,254.19,Yes,Fiber optic,3,Yes,Credit card
509,40,Female,Month-to-month,55.6,0,No,DSL,0,Yes,Bank transfer
510,30,Female,Two year,77.17,1929.25,No,DSL,25,No,Credit card
511,43,Female,One year,18,576,Yes,No,32,No,Bank transfer
512,39,Male,Two year,63.01,1638.26,No,DSL,26,No,Mailed check
513,37,Male,One year,18,738,Yes,DSL,41,No,Mailed check
514,29,Male,Two year,22.71,1544.28,Yes,DSL,68,No,Credit card
515,33,Male,Month-to-month,58.45,4091.5,No,No,70,Yes,Mailed check
516,49,Male,Month-to-month,109.67,6909.21,No,Fiber optic,63,Yes,Electronic check
517,46,Female,Two year,77.99,1871.76,Yes,DSL,24,No,Bank transfer
518,28,Male,Month-to-month,65.64,,Yes,Fiber optic,71,Yes,Mailed check
519,41,Female,Month-to-month,64.32,192.96,No,No,3,Yes,Electronic check
520,49,Male,One year,40.02,440.22,Yes,DSL,11,No,Credit card
521,19,Female,Two year,45.96,2619.72,No,DSL,57,No,Mailed check
522,46,Female,Month-to-month,79.96,799.6,No,DSL,10,Yes,Mailed check
523,32,Female,Two year,18,1044,No,Fiber optic,58,No,Bank transfer
524,46,Female,One year,85.76,3001.6,Yes,Fiber optic,35,Yes,Mailed check
525,30,Male,Month-to-month,51.4,1079.4,Yes,Fiber optic,21,No,Bank transfer
526,18,Male,Two year,93.89,6008.96,No,Fiber optic,64,No,Credit card
527,20,Male,Month-to-month,98.64,4833.36,Yes,DSL,49,No,Bank transfer
528,40,Female,Month-to-month,18,54,No,DSL,3,Yes,Credit card
529,43,Male,Month-to-month,44.64,3169.44,Yes,DSL,71,Yes,Mailed check
530,29,Male,Month-to-month,35.06,1788.06,No,DSL,51,Yes,Electronic check
531,47,Male,Month-to-month,18,756,Yes,DSL,42,Yes,Credit card
532,20,Male,Two year,28.86,1298.7,Yes,Fiber optic,45,No,Mailed check
533,39,Female,One year,150,450,Yes,DSL,3,No,Credit card
534,25,Female,Month-to-month,86.33,1035.96,No,Fiber optic,12,Yes,Mailed check
535,32,Male,One year,132.11,4888.07,Yes,Fiber optic,37,No,Mailed check
536,40,Male,Month-to-month,94.02,4136.88,No,DSL,44,Yes,Electronic check
537,29,Male,Month-to-month,39.04,936.96,Yes,Fiber optic,24,Yes,Bank transfer
538,35,Female,Two year,51.64,3408.24,Yes,Fiber optic,66,No,Electronic check
539,52,Female,Month-to-month,85.6,4622.4,No,No,54,Yes,Credit card
540,33,Female,Month-to-month,80.31,3051.78,No,No,38,No,Electronic check
541,50,Male,One year,44.79,2866.56,Yes,Fiber optic,64,No,Mailed check
542,26,Female,Month-to-month,18,18,No,Fiber optic,1,Yes,Mailed check
543,46,Female,Two year,150,,Yes,DSL,68,No,Electronic check
544,57,Female,Month-to-month,60.06,3663.66,No,Fiber optic,61,Yes,Credit card
545,18,Female,Month-to-month,53.6,2412,Yes,No,45,Yes,Bank transfer
546,30,Female,Month-to-month,68.97,,No,Fiber optic,30,Yes,Bank transfer
547,46,Male,Month-to-month,56.5,1921,No,DSL,34,Yes,Mailed check
548,37,Male,Month-to-month,69.3,3049.2,No,Fiber optic,44,Yes,Bank transfer
549,44,Male,Month-to-month,110.04,5832.12,Yes,No,53,Yes,Bank transfer
550,32,Male,Two year,60.64,4244.8,Yes,DSL,70,No,Credit card
551,41,Female,Two year,24.31,1653.08,Yes,Fiber optic,68,Yes,Bank transfer
552,38,Male,Month-to-month,59.34,1661.52,No,DSL,28,No,Electronic check
553,54,Male,Month-to-month,48.75,3461.25,No,DSL,71,Yes,Credit card
554,43,Male,Month-to-month,114.84,803.88,Yes,DSL,7,Yes,Electronic check
555,44,Female,Two year,105.99,5617.47,Yes,DSL,53,Yes,Mailed check
556,35,Male,Two year,68.76,412.56,Yes,DSL,6,No,Credit card
557,34,Female,Month-to-month,20.24,445.28,No,Fiber optic,22,Yes,Bank transfer
558,34,Female,One year,22.09,,Yes,Fiber optic,31,No,Credit card
559,44,Female,Month-to-month,65.53,3997.33,No,DSL,61,Yes,Mailed check
560,34,Male,Month-to-month,76.77,3377.88,No,No,44,Yes,Electronic check
561,43,Female,Month-to-month,51.89,3476.63,No,DSL,67,Yes,Mailed check
562,64,Male,Month-to-month,48.19,1397.51,No,Fiber optic,29,Yes,Credit card
563,50,Male,Month-to-month,44.25,1681.5,No,DSL,38,Yes,Electronic check
564,36,Male,Month-to-month,64.18,256.72,No,DSL,4,Yes,Electronic check
565,54,Female,One year,18,1188,Yes,Fiber optic,66,No,Credit card
566,35,Female,Month-to-month,26.45,555.45,No,Fiber optic,21,Yes,Mailed check
567,18,Male,Month-to-month,43.05,1162.35,No,Fiber optic,27,Yes,Bank transfer
568,27,Female,Month-to-month,107.26,2252.46,Yes,Fiber optic,21,Yes,Mailed check
569,18,Female,Month-to-month,36.52,1022.56,Yes,Fiber optic,28,Yes,Bank transfer
570,35,Female,Month-to-month,71.32,2995.44,Yes,DSL,42,Yes,Mailed check
571,40,Male,Month-to-month,72.93,2990.13,Yes,Fiber optic,41,Yes,Credit card
572,60,Female,Month-to-month,110.43,6515.37,Yes,Fiber optic,59,No,Mailed check
573,43,Female,Month-to-month,109.19,7643.3,No,DSL,70,No,Mailed check
574,37,Male,Month-to-month,62.99,4220.33,Yes,DSL,67,No,Credit card
575,49,Female,Month-to-month,48.36,2804.88,Yes,DSL,58,No,Credit card
576,18,Male,One year,41.77,208.85,No,DSL,5,Yes,Electronic check
577,42,Female,One year,56.56,1527.12,Yes,Fiber optic,27,No,Mailed check
578,49,Female,Month-to-month,49.81,1494.3,Yes,Fiber optic,30,Yes,Credit card
579,22,Female,Month-to-month,84.38,3206.44,No,Fiber optic,38,No,Credit card
580,53,Female,Month-to-month,79.71,3905.79,No,No,49,Yes,Electronic check
581,44,Female,Month-to-month,85.71,3085.56,No,DSL,36,Yes,Credit card
582,35,Female,Month-to-month,109.07,7743.97,Yes,DSL,71,Yes,Electronic check
583,47,Male,Month-to-month,130.2,1822.8,No,Fiber optic,14,Yes,Credit card
584,67,Female,Month-to-month,69.36,3468,No,No,50,Yes,Electronic check
585,42,Female,Two year,103.48,7140.12,No,Fiber optic,69,No,Mailed check
586,42,Female,Month-to-month,52.69,1159.18,Yes,Fiber optic,22,Yes,Credit card
587,34,Male,Month-to-month,106.48,2555.52,Yes,No,24,Yes,Credit card
588,29,Male,Month-to-month,102.15,4596.75,No,Fiber optic,45,Yes,Mailed check
589,49,Male,Two year,100.29,2206.38,Yes,Fiber optic,22,No,Mailed check
590,29,Female,One year,68.29,614.61,No,No,9,Yes,Mailed check
591,40,Female,Month-to-month,41.61,,Yes,DSL,31,Yes,Electronic check
592,34,Male,Two year,18,900,No,No,50,No,Credit card
593,45,Male,Month-to-month,63.6,2544,Yes,DSL,40,Yes,Credit card
594,44,Male,Two year,118.66,7594.24,Yes,No,64,No,Bank transfer
595,52,Female,Two year,54.16,3466.24,No,DSL,64,No,Bank transfer
596,33,Male,Month-to-month,92.48,3606.72,Yes,Fiber optic,39,Yes,Credit card
597,36,Female,One year,94.54,1607.18,Yes,No,17,Yes,Electronic check
598,28,Female,Month-to-month,55.07,1927.45,No,DSL,35,Yes,Electronic check
599,34,Female,Month-to-month,111.07,3332.1,No,Fiber optic,30,No,Bank transfer
600,44,Male,Month-to-month,18,954,No,DSL,53,Yes,Bank transfer
601,49,Female,One year,22.2,1376.4,Yes,DSL,62,No,Bank transfer
602,28,Male,Month-to-month,32.95,0,No,No,0,Yes,Bank transfer
603,50,Male,Month-to-month,36.31,1851.81,No,DSL,51,Yes,Bank transfer
604,56,Male,One year,76.77,4299.12,Yes,Fiber optic,56,Yes,Mailed check
605,44,Male,Month-to-month,75.15,601.2,Yes,DSL,8,No,Credit card
606,62,Female,Month-to-month,78.79,4333.45,No,No,55,No,Credit card
607,30,Female,Month-to-month,85.86,3949.56,No,Fiber optic,46,Yes,Bank transfer
608,25,Female,Month-to-month,31.75,63.5,No,Fiber optic,2,No,Credit card
609,18,Female,Month-to-month,22.36,22.36,No,No,1,No,Credit card
610,57,Male,Month-to-month,78.87,,Yes,DSL,53,Yes,Mailed check
611,47,Male,Two year,42.94,1545.84,Yes,Fiber optic,36,No,Mailed check
612,39,Male,One year,18,990,Yes,Fiber optic,55,No,Electronic check
613,43,Male,Month-to-month,99,,Yes,DSL,30,Yes,Electronic check
614,26,Female,Month-to-month,113.83,1252.13,No,Fiber optic,11,No,Bank transfer
615,69,Male,Month-to-month,119.5,6811.5,No,Fiber optic,57,Yes,Electronic check
616,41,Female,One year,71.55,4722.3,Yes,Fiber optic,66,Yes,Bank transfer
617,41,Male,Month-to-month,86.91,2172.75,Yes,DSL,25,Yes,Electronic check
618,48,Male,Month-to-month,112.95,1242.45,No,DSL,11,No,Credit card
619,45,Male,Two year,42.55,638.25,Yes,DSL,15,No,Credit card
620,42,Male,Month-to-month,103.87,5401.24,No,DSL,52,Yes,Electronic check
621,30,Female,Month-to-month,74.64,5299.44,Yes,DSL,71,Yes,Credit card
622,45,Female,Two year,96.98,4655.04,Yes,Fiber optic,48,Yes,Credit card
623,62,Female,One year,71.51,3432.48,Yes,Fiber optic,48,No,Bank transfer
624,56,Female,Month-to-month,110.37,662.22,Yes,No,6,Yes,Credit card
625,59,Male,One year,72.82,1019.48,Yes,Fiber optic,14,No,Electronic check
626,33,Male,Month-to-month,18,630,No,DSL,35,Yes,Credit card
627,28,Female,One year,115.82,8223.22,Yes,DSL,71,No,Bank transfer
628,38,Female,Month-to-month,31.84,,No,Fiber optic,14,Yes,Electronic check
629,40,Male,Two year,108.86,6640.46,Yes,No,61,No,Bank transfer
630,53,Male,Two year,61.84,1051.28,Yes,Fiber optic,17,Yes,Credit card
631,19,Female,Two year,106.16,4777.2,No,Fiber optic,45,Yes,Credit card
632,58,Female,Two year,104.72,6283.2,Yes,DSL,60,No,Credit card
633,38,Female,Month-to-month,80.06,3362.52,No,Fiber optic,42,Yes,Mailed check
634,34,Male,Month-to-month,82.8,,No,Fiber optic,43,Yes,Bank transfer
635,27,Female,Month-to-month,79.79,5186.35,Yes,DSL,65,Yes,Electronic check
636,20,Female,One year,18,972,No,Fiber optic,54,No,Credit card
637,49,Female,Two year,69.14,2627.32,Yes,DSL,38,No,Mailed check
638,40,Female,Month-to-month,25.94,103.76,No,Fiber optic,4,Yes,Mailed check
639,24,Female,Two year,70.99,3975.44,Yes,Fiber optic,56,No,Bank transfer
640,24,Male,Two year,25,350,No,Fiber optic,14,Yes,Credit card
641,35,Female,Two year,23.53,352.95,Yes,Fiber optic,15,No,Bank transfer
642,60,Male,Two year,121.17,,Yes,Fiber optic,56,No,Credit card
643,36,Female,Month-to-month,102.43,2458.32,No,No,24,Yes,Credit card
